id,wrong,correct
18873,itomize,itemized
18874,itomized,itemized
18875,ittemized,itemized
18876,ittimised,itemized
18877,ittimize,itemized
18878,itims,items
18879,is,its
18880,it,its
18881,it's,its
18882,its',its
18883,its_self,itself
18884,itsef,itself
18885,itslef,itself
18886,itsself,itself
18887,ivery,ivory
18888,jack_daw,jackdaw
18889,jaket,jacket
18890,jacknife,jack-knife
18891,jagaur,jaguar
18892,gail,jail
18893,jale,jail
18894,dam,jam
18895,gam,jam
18896,gan,jam
18897,gawn,jam
18898,gome,jam
18899,gune,jam
18900,ham,jam
18901,jame,jam
18902,jan,jam
18903,janer,jam
18904,jem,jam
18905,jene,jam
18906,jua,jam
18907,lam,jam
18908,lamr,jam
18909,mawg,jam
18910,rate,jam
18911,tram,jam
18912,uam,jam
18913,jam_jar,jamjar
18914,janiter,janitor
18915,japaneze,japanese
18916,gar,jar
18917,gare,jar
18918,jur,jar
18919,jaundise,jaundice
18920,jor,jaw
18921,jealeaus,jealous
18922,jelous,jealous
18923,jelousy,jealousy
18924,jeprodise,jeopardize
18925,jepardy,jeopardy
18926,jewl,jewel
18927,jule,jewel
18928,jewelery,jewelry
18929,jewlery,jewelry
18930,gob,job
18931,job,job
18932,jod,job
18933,jub,job
18934,juob,job
18935,job-center,jobcentre
18936,job-ceter,jobcentre
18937,job-senter,jobcentre
18938,job_centeer,jobcentre
18939,job_center,jobcentre
18940,job_centry,jobcentre
18941,jobcenait,jobcentre
18942,jobcener,jobcentre
18943,jobcente,jobcentre
18944,jobcenter,jobcentre
18945,jobcetre,jobcentre
18946,jobsenter,jobcentre
18947,jodcanter,jobcentre
18948,jodceter,jobcentre
18949,goin,join
18950,jion,join
18951,joind,joined
18952,joned,joined
18953,jock,joke
18954,joly,jolly
18955,journel,journal
18956,jurnal,journal
18957,journaism,journalism
18958,journy,journey
18959,jurney,journey
18960,goy,joy
18961,juge,judge
18962,jedjement,judgement
18963,judement,judgement
18964,judgements,judgement
18965,judgment,judgement
18966,judgmerit,judgement
18967,judgmet,judgement
18968,judjment,judgement
18969,judment,judgement
18970,jugdement,judgement
18971,jugement,judgement
18972,chouc,juice
18973,chus,juice
18974,drinks,juice
18975,duice,juice
18976,dusic,juice
18977,dyes,juice
18978,give,juice
18979,goce,juice
18980,goes,juice
18981,gohase,juice
18982,gooc,juice
18983,goos,juice
18984,goss,juice
18985,gues,juice
18986,guic,juice
18987,guos,juice
18988,gus,juice
18989,guse,juice
18990,guss,juice
18991,jase,juice
18992,jes,juice
18993,jice,juice
18994,jise,juice
18995,jiuc,juice
18996,jiuces,juice
18997,joos,juice
18998,joose,juice
18999,joosed,juice
19000,jos,juice
19001,jose,juice
19002,joss,juice
19003,ju,juice
19004,juc,juice
19005,juce,juice
19006,jucee,juice
19007,juces,juice
19008,jucice,juice
19009,jucie,juice
19010,jucile,juice
19011,jues,juice
19012,juic,juice
19013,juices,juice
19014,juicy,juice
19015,juies,juice
19016,juis,juice
19017,juise,juice
19018,juns,juice
19019,jurce,juice
19020,jus,juice
19021,juse,juice
19022,juses,juice
19023,jusie,juice
19024,just,juice
19025,juws,juice
19026,quse,juice
19027,sos,juice
19028,tas,juice
19029,yus,juice
19030,jucy,juicy
19031,juicey,juicy
19032,jumble_sale,jumble-sale
19033,junp,jump
19034,jumb,jumped
19035,jump,jumped
19036,jumper,jumped
19037,jumpt,jumped
19038,junping,jumping
19039,jiunor,junior
19040,joiner,junior
19041,joinor,junior
19042,jonoir,junior
19043,jounior,junior
19044,jounir,junior
19045,juinor,junior
19046,junier,junior
19047,juniour,junior
19048,junoir,junior
19049,junor,junior
19050,juoir,junior
19051,juniour,juniors
19052,juridiction,jurisdiction
19053,jurry,jury
19054,justise,justice
19055,justifacation,justification
19056,justifyed,justified
19057,juvinille,juvenile
19058,kaleidescope,kaleidoscope
19059,kaliedoscope,kaleidoscope
19060,kapock,kapok
19061,kean,keen
19062,ken,keen
19063,cep,keep
19064,keap,keep
19065,kept,keep
19066,kepper,keeper
19067,kepping,keeping
19068,cept,kept
19069,curb,kerb
19070,kernal,kernel
19071,kettel,kettle
19072,ke,key
19073,kee,key
19074,kahki,khaki
19075,kike,kick
19076,cill,kill
19077,kil,kill
19078,kild,killed
19079,killd,killed
19080,kimona,kimono
19081,caman,kind
19082,care,kind
19083,cend,kind
19084,cid,kind
19085,cider,kind
19086,cied,kind
19087,cind,kind
19088,ciund,kind
19089,coder,kind
19090,cunde,kind
19091,kid,kind
19092,kindly,kind
19093,kind_manerdly,kind_manneredly
19094,Kindergarten,kindergarten
19095,cindergarten,kindergarten
19096,cindigarten,kindergarten
19097,gendergartin,kindergarten
19098,gindergarden,kindergarten
19099,gindergardin,kindergarten
19100,kendergarden,kindergarten
19101,kendigardon,kindergarten
19102,kendigartian,kindergarten
19103,kentigarten,kindergarten
19104,kiddergarden,kindergarten
19105,kidgarden,kindergarten
19106,kidinthegarden,kindergarten
19107,kindagarten,kindergarten
19108,kindargarten,kindergarten
19109,kindegarden,kindergarten
19110,kindegarten,kindergarten
19111,kindendargerst,kindergarten
19112,kinder-garden,kindergarten
19113,kinder_garten,kindergarten
19114,kinderdarden,kindergarten
19115,kindergarden,kindergarten
19116,kindergardent,kindergarten
19117,kindergardon,kindergarten
19118,kindergarner,kindergarten
19119,kindergarton,kindergarten
19120,kindergaten,kindergarten
19121,kindergertion,kindergarten
19122,kindergeton,kindergarten
19123,kinderguardin,kindergarten
19124,kindgarden,kindergarten
19125,kindgarten,kindergarten
19126,kindigarten,kindergarten
19127,kindragarten,kindergarten
19128,kinergardin,kindergarten
19129,kingdegatern,kindergarten
19130,kingergarden,kindergarten
19131,kingergarten,kindergarten
19132,kingergarton,kindergarten
19133,kinggarden,kindergarten
19134,kintergarden,kindergarten
19135,kintergarten,kindergarten
19136,kitengarten,kindergarten
19137,knidergourdin,kindergarten
19138,kindes,kindest
19139,kindlest,kindest
19140,kinly,kindly
19141,kind_ness,kindness
19142,kins,kinds
19143,kis,kiss
19144,kichen,kitchen
19145,kiching,kitchen
19146,kitchen,kitchen
19147,kitchin,kitchen
19148,kit,kite
19149,nee,knee
19150,new,knew
19151,now,knew
19152,kicknes,knickers
19153,knicknacks,knick-knacks
19154,kife,knife
19155,kinf,knife
19156,kinfe,knife
19157,king,knife
19158,kint,knife
19159,kire,knife
19160,klife,knife
19161,knell,knife
19162,knif,knife
19163,knive,knife
19164,kought,knife
19165,nath,knife
19166,neck,knife
19167,nef,knife
19168,nefe,knife
19169,nif,knife
19170,nife,knife
19171,nighf,knife
19172,night,knife
19173,nofer,knife
19174,niet,knit
19175,nit,knit
19176,nitting,knitting
19177,kinfe,knives
19178,nobbly,knobbly
19179,knok,knock
19180,nock,knock
19181,knoked,knocked
19182,nocked,knocked
19183,not,knot
19184,note,knot
19185,ha,know
19186,kino,know
19187,kno,know
19188,knowe,know
19189,kown,know
19190,mo,know
19191,naw,know
19192,no,know
19193,noi,know
19194,now,know
19195,nowe,know
19196,on,know
19197,know,knowing
19198,noing,knowing
19199,knoledge,knowledge
19200,knolewge,knowledge
19201,knowage,knowledge
19202,knowledde,knowledge
19203,knowlede,knowledge
19204,knowlege,knowledge
19205,knolageable,knowledgeable
19206,knowledable,knowledgeable
19207,knowlegable,knowledgeable
19208,none,known
19209,lable,label
19210,labeled,labelled
19211,elatory,laboratory
19212,lab,laboratory
19213,labaratory,laboratory
19214,labarotory,laboratory
19215,labartory,laboratory
19216,labatory,laboratory
19217,laberatory,laboratory
19218,laberotary,laboratory
19219,labertory,laboratory
19220,labetory,laboratory
19221,labitory,laboratory
19222,laboatory,laboratory
19223,laboraty,laboratory
19224,laborbtory,laboratory
19225,laboretory,laboratory
19226,laboritory,laboratory
19227,labority,laboratory
19228,laborotory,laboratory
19229,labortary,laboratory
19230,labortory,laboratory
19231,labory,laboratory
19232,labotorey,laboratory
19233,labratory,laboratory
19234,labritory,laboratory
19235,labroratory,laboratory
19236,labrotory,laboratory
19237,lavatory,laboratory
19238,laveratory,laboratory
19239,lavoratory,laboratory
19240,lavortory,laboratory
19241,lavratory,laboratory
19242,libertory,laboratory
19243,laber,labour
19244,labrynth,labyrinth
19245,lase,lace
19246,lake,lack
19247,lader,ladder
19248,latter,ladder
19249,ladys,ladies
19250,lade,lady
19251,ladey,lady
19252,ladiy,lady
19253,lade,laid
19254,laide,laid
19255,layed,laid
19256,lak,lake
19257,lam,lamb
19258,lame,lamb
19259,lane,lame
19260,lamps,lamp
19261,lanp,lamp
19262,lat,land
19263,lanscape,landscape
19264,langauge,language
19265,languge,language
19266,langwage,language
19267,lanturn,lantern
19268,lape,lap
19269,lage,large
19270,lagre,large
19271,lane,large
19272,lardge,large
19273,lare,large
19274,larg,large
19275,lege,large
19276,mlarge,large
19277,largly,largely
19278,lager,larger
19279,large,larger
19280,lasher,laser
19281,lars,last
19282,larst,last
19283,lasd,last
19284,lase,last
19285,lass,last
19286,laste,last
19287,lat,last
19288,late,last
19289,lates,last
19290,lats,last
19291,lis,last
19292,list,last
19293,lnst,last
19294,lorst,last
19295,lorts,last
19296,lost,last
19297,lot,last
19298,lust,last
19299,last,lasting
19300,dayet,late
19301,laght,late
19302,land,late
19303,lant,late
19304,lat,late
19305,later,late
19306,let,late
19307,lette,late
19308,latly,lately
19309,latey,later
19310,latter,later
19311,letter,later
19312,laghtest,latest
19313,laitest,latest
19314,laitist,latest
19315,lalest,latest
19316,last,latest
19317,lasted,latest
19318,laster,latest
19319,lastes,latest
19320,lastesd,latest
19321,lastest,latest
19322,lastet,latest
19323,lastist,latest
19324,lastly,latest
19325,late,latest
19326,lateest,latest
19327,lateist,latest
19328,latelise,latest
19329,later,latest
19330,laters,latest
19331,laterst,latest
19332,lates,latest
19333,latesd,latest
19334,latesit,latest
19335,latested,latest
19336,latestest,latest
19337,latet,latest
19338,latetest,latest
19339,latetist,latest
19340,latets,latest
19341,latie,latest
19342,latiest,latest
19343,latis,latest
19344,latisd,latest
19345,latise,latest
19346,latised,latest
19347,latish,latest
19348,latist,latest
19349,lats,latest
19350,lattest,latest
19351,lattles,latest
19352,latust,latest
19353,laytest,latest
19354,leait,latest
19355,leatest,latest
19356,leats,latest
19357,leisters,latest
19358,lest,latest
19359,letass,latest
19360,litas,latest
19361,litest,latest
19362,litseds,latest
19363,luris,latest
19364,later,latter
19365,la,laugh
19366,laf,laugh
19367,lafe,laugh
19368,laff,laugh
19369,laft,laugh
19370,lagh,laugh
19371,laghe,laugh
19372,laghfe,laugh
19373,laght,laugh
19374,lagth,laugh
19375,lanf,laugh
19376,langht,laugh
19377,lap,laugh
19378,laph,laugh
19379,laphe,laugh
19380,larf,laugh
19381,larfe,laugh
19382,largh,laugh
19383,larghe,laugh
19384,larve,laugh
19385,lath,laugh
19386,latse,laugh
19387,lauf,laugh
19388,lauga,laugh
19389,lauge,laugh
19390,lauged,laugh
19391,lauger,laugh
19392,laught,laugh
19393,laugth,laugh
19394,laugther,laugh
19395,lauh,laugh
19396,laulh,laugh
19397,lault,laugh
19398,lauphe,laugh
19399,laurght,laugh
19400,lauth,laugh
19401,lavar,laugh
19402,lave,laugh
19403,laveg,laugh
19404,lavh,laugh
19405,learf,laugh
19406,lithe,laugh
19407,liurfule,laugh
19408,loght,laugh
19409,lorfe,laugh
19410,lough,laugh
19411,lought,laugh
19412,love,laugh
19413,luagfde,laugh
19414,luf,laugh
19415,lugh,laugh
19416,luke,laugh
19417,taugh,laugh
19418,lafed,laughed
19419,larvd,laughed
19420,laught,laughed
19421,laughted,laughed
19422,lafing,laughing
19423,laughes,laughs
19424,lauger,laughter
19425,landry,laundry
19426,loundry,laundry
19427,lavatries,lavatories
19428,lavertory,lavatory
19429,lor,law
19430,larnn,lawn
19431,lown,lawn
19432,lawer,lawyer
19433,la,lay
19434,lae,lay
19435,lasy,lazy
19436,led,lead
19437,leed,lead
19438,leder,leader
19439,leding,leading
19440,leafe,leaf
19441,leave,leaf
19442,leage,league
19443,leagre,league
19444,leauge,league
19445,legue,league
19446,leack,leak
19447,leek,leak
19448,len,lean
19449,leep,leap
19450,larn,learn
19451,lean,learn
19452,learne,learn
19453,lern,learn
19454,lean't,learned
19455,leaned,learned
19456,leant,learned
19457,learn,learned
19458,learing,learning
19459,learining,learning
19460,learnning,learning
19461,lerning,learning
19462,larnt,learnt
19463,lean't,learnt
19464,leant,learnt
19465,learn't,learnt
19466,leart,learnt
19467,lernt,learnt
19468,lest,least
19469,lather,leather
19470,lether,leather
19471,leve,leave
19472,levef,leave
19473,lever,leave
19474,life,leave
19475,live,leave
19476,ve,leave
19477,leves,leaves
19478,leaveing,leaving
19479,leving,leaving
19480,lectur,lecture
19481,give,led
19482,iede,led
19483,isled,led
19484,lad,led
19485,lade,led
19486,land,led
19487,lead,led
19488,lede,led
19489,ledre,led
19490,leed,led
19491,lend,led
19492,lens,led
19493,let,led
19494,lide,led
19495,lled,led
19496,lred,led
19497,lud,led
19498,took,led
19499,wead,led
19500,lales,leeds
19501,leades,leeds
19502,leads,leeds
19503,leds,leeds
19504,lee,leeds
19505,leebs,leeds
19506,leed,leeds
19507,leede,leeds
19508,leedes,leeds
19509,leeks,leeds
19510,lees,leeds
19511,leey,leeds
19512,lenes,leeds
19513,lese,leeds
19514,lesing,leeds
19515,less,leeds
19516,levers,leeds
19517,leaway,leeway
19518,felt,left
19519,if,left
19520,laft,left
19521,lave,left
19522,leaft,left
19523,leat,left
19524,leaved,left
19525,leavet,left
19526,lenght,left
19527,lerft,left
19528,let,left
19529,levet,left
19530,lfet,left
19531,life,left
19532,lifet,left
19533,lift,left
19534,lite,left
19535,lost,left
19536,lag,leg
19537,leagel,legal
19538,leagle,legal
19539,leged,legged
19540,legeslature,legislature
19541,lancar,leisure
19542,larcer,leisure
19543,learsure,leisure
19544,leasar,leisure
19545,leasher,leisure
19546,leasur,leisure
19547,leasure,leisure
19548,leaure,leisure
19549,lecar,leisure
19550,lecher,leisure
19551,lecioa,leisure
19552,ledser,leisure
19553,leger,leisure
19554,legher,leisure
19555,leissure,leisure
19556,leiusure,leisure
19557,lenhr,leisure
19558,lesary,leisure
19559,lescher,leisure
19560,lescive,leisure
19561,leser,leisure
19562,lesher,leisure
19563,leshery,leisure
19564,leshire,leisure
19565,leshor,leisure
19566,leshur,leisure
19567,leshure,leisure
19568,lesiar,leisure
19569,lesiere,leisure
19570,lesire,leisure
19571,lesiure,leisure
19572,lessure,leisure
19573,lesuire,leisure
19574,lesur,leisure
19575,lesure,leisure
19576,leysher,leisure
19577,lezshire,leisure
19578,lieasure,leisure
19579,lieshure,leisure
19580,liesure,leisure
19581,luser,leisure
19582,lusher,leisure
19583,pleasure,leisure
19584,leamon,lemon
19585,lemen,lemon
19586,lemanade,lemonade
19587,lemenade,lemonade
19588,leand,lend
19589,lengh,length
19590,lenght,length
19591,lenth,length
19592,leniant,lenient
19593,lione,leone
19594,lepers,leopards
19595,lase,less
19596,lest,less
19597,leason,lesson
19598,lef,lesson
19599,leson,lesson
19600,lessen,lesson
19601,lession,lesson
19602,lessons,lesson
19603,leasons,lessons
19604,lesons,lessons
19605,lessens,lessons
19606,lessions,lessons
19607,lesson,lessons
19608,lesson's,lessons
19609,listerse,lessons
19610,lat,let
19611,let_down,let-down
19612,leter,letter
19613,letre,letter
19614,leting,letting
19615,lad,level
19616,leaul,level
19617,leavel,level
19618,leuul,level
19619,leval,level
19620,levall,level
19621,levele,level
19622,lever,level
19623,levle,level
19624,lewel,level
19625,livure,level
19626,leveled,levelled
19627,levals,levels
19628,lieable,liable
19629,lyable,liable
19630,liase,liaise
19631,libraies,libraries
19632,libary,library
19633,libery,library
19634,libraly,library
19635,libray,library
19636,libruey,library
19637,license,licence
19638,livent,licence
19639,licence,license
19640,lisence,license
19641,lik,lick
19642,like,lick
19643,led,lid
19644,lay,lie
19645,lis,lies
19646,lise,lies
19647,liew,lieu
19648,leutenant,lieutenant
19649,lieutenent,lieutenant
19650,lefe,life
19651,lif,life
19652,live,life
19653,life-like,lifelike
19654,left,lift
19655,ight,light
19656,lit,light
19657,lite,light
19658,lighted,lighter
19659,lightening,lightning
19660,lighting,lightning
19661,lotnen,lightning
19662,lamps,lights
19663,lates,lights
19664,leng,lights
19665,ligh,lights
19666,light,lights
19667,ligths,lights
19668,lis,lights
19669,lise,lights
19670,lite,lights
19671,litse,lights
19672,lot,lights
19673,tois,lights
19674,lekt,like
19675,lick,like
19676,lik,like
19677,lire,like
19678,look,like
19679,took,like
19680,licked,liked
19681,like,liked
19682,likes,liked
19683,likt,liked
19684,likelyhood,likelihood
19685,likly,likely
19686,liks,likes
19687,lillies,lilies
19688,lilys,lilies
19689,lilly,lily
19690,lim,limb
19691,lime,limb
19692,line,lime
19693,limet,limit
19694,limitted,limited
19695,limm,limited
19696,linp,limp
19697,lin,line
19698,linin,linen
19699,linnen,linen
19700,line,lines
19701,lins,lines
19702,lineing,lining
19703,linning,lining
19704,linolium,linoleum
19705,lep,lip
19706,liquified,liquefied
19707,liquify,liquefy
19708,licquid,liquid
19709,liqued,liquid
19710,liquide,liquid
19711,licker,liquor
19712,lest,list
19713,lits,list
19714,leasten,listen
19715,lesson,listen
19716,lisen,listen
19717,lisn,listen
19718,listern,listen
19719,lisend,listened
19720,listsings,listings
19721,lsits,lists
19722,Literally,literally
19723,illiteraly,literally
19724,lalerallety,literally
19725,laterally,literally
19726,leteralaly,literally
19727,leterally,literally
19728,leterlly,literally
19729,leterly,literally
19730,leteruatlly,literally
19731,leturaly,literally
19732,liberally,literally
19733,librally,literally
19734,liesally,literally
19735,litearly,literally
19736,literal,literally
19737,literaley,literally
19738,literalily,literally
19739,literaly,literally
19740,literaraly,literally
19741,literarly,literally
19742,literary,literally
19743,literial,literally
19744,literially,literally
19745,literitally,literally
19746,literlaly,literally
19747,literlaral,literally
19748,literlo,literally
19749,literly,literally
19750,literoly,literally
19751,literourly,literally
19752,literrally,literally
19753,literry,literally
19754,literually,literally
19755,litrally,literally
19756,littearly,literally
19757,litterally,literally
19758,litteraly,literally
19759,litterially,literally
19760,litterly,literally
19761,littery,literally
19762,litually,literally
19763,liturally,literally
19764,liturelly,literally
19765,liturily,literally
19766,tileiry,literally
19767,literiture,literature
19768,literture,literature
19769,litriture,literature
19770,lette,little
19771,lettel,little
19772,lettle,little
19773,lital,little
19774,litl,little
19775,litle,little
19776,littal,little
19777,litte,little
19778,littel,little
19779,littele,little
19780,littl,little
19781,tittel,little
19782,lie,live
19783,life,live
19784,liv,live
19785,livd,lived
19786,livelyhood,livelihood
19787,livlihood,livelihood
19788,livly,lively
19789,lif,lives
19790,lifes,lives
19791,livs,lives
19792,liveing,living
19793,ly,living
19794,lode,load
19795,loess,loads
19796,lofe,loaf
19797,lone,loan
19798,laoned,loaned
19799,lones,loans
19800,lackall,local
19801,licele,local
19802,locar,local
19803,loceh,local
19804,locke,local
19805,lockel,local
19806,lockl,local
19807,lockol,local
19808,loco,local
19809,locol,local
19810,lokel,local
19811,loklon,local
19812,loul,local
19813,localy,locally
19814,locat,locate
19815,loction,location
19816,loack,lock
19817,lockd,locked
19818,loadstone,lodestone
19819,flaged,lodge
19820,lalay,lodge
19821,loadg,lodge
19822,lobt,lodge
19823,lode,lodge
19824,lodeg,lodge
19825,lodege,lodge
19826,loder,lodge
19827,loeg,lodge
19828,logde,lodge
19829,loge,lodge
19830,loged,lodge
19831,logen,lodge
19832,loges,lodge
19833,loige,lodge
19834,lolud,lodge
19835,looge,lodge
19836,lodgement,lodgment
19837,lag,log
19838,loge,log
19839,logarihm,logarithm
19840,lollypop,lollipop
19841,lonelyness,loneliness
19842,loernly,lonely
19843,lonley,lonely
19844,lonly,lonely
19845,lownly,lonely
19846,lomesome,lonesome
19847,lonsome,lonesome
19848,lang,long
19849,log,long
19850,loger,longer
19851,lak,look
19852,loak,look
19853,look,looked
19854,lookt,looked
19855,begining,looking
19856,liking,looking
19857,locking,looking
19858,loking,looking
19859,looing,looking
19860,look,looking
19861,lookin,looking
19862,louk,looking
19863,lucking,looking
19864,luing,looking
19865,lookes,looks
19866,lonny,loony
19867,lose,loose
19868,lows,loose
19869,loose,lose
19870,loosers,losers
19871,looses,loses
19872,loosing,losing
19873,loseing,losing
19874,lossing,losing
19875,lose,loss
19876,lesses,losses
19877,cart,lost
19878,lan,lost
19879,lase,lost
19880,last,lost
19881,lat,lost
19882,lest,lost
19883,liste,lost
19884,lmad,lost
19885,loast,lost
19886,loest,lost
19887,lone,lost
19888,lones,lost
19889,lont,lost
19890,loost,lost
19891,lors,lost
19892,lorst,lost
19893,losd,lost
19894,lose,lost
19895,losed,lost
19896,loseed,lost
19897,losh,lost
19898,lossed,lost
19899,losst,lost
19900,losted,lost
19901,losth,lost
19902,lot,lost
19903,lots,lost
19904,tate,lost
19905,yahte,lost
19906,lost,lot
19907,tant,lot
19908,lost,lots
19909,losts,lots
19910,lot,lots
19911,lotes,lots
19912,looks,lots_of
19913,aht,loud
19914,arth,loud
19915,baed,loud
19916,dan,loud
19917,lab,loud
19918,lad,loud
19919,lade,loud
19920,lader,loud
19921,lan,loud
19922,laod,loud
19923,lard,loud
19924,larhed,loud
19925,laud,loud
19926,lawd,loud
19927,lawed,loud
19928,ldg,loud
19929,led,loud
19930,leent,loud
19931,lewing,loud
19932,lihd,loud
19933,load,loud
19934,loard,loud
19935,loat,loud
19936,lob,loud
19937,lod,loud
19938,lode,loud
19939,loed,loud
19940,loged,loud
19941,lol,loud
19942,lold,loud
19943,lond,loud
19944,loned,loud
19945,lood,loud
19946,loon,loud
19947,lorb,loud
19948,lord,loud
19949,lot,loud
19950,loucd,loud
19951,loued,loud
19952,louk,loud
19953,lould,loud
19954,louly,loud
19955,lound,loud
19956,lour,loud
19957,lourd,loud
19958,lowd,loud
19959,lowed,loud
19960,lurwd,loud
19961,nora,loud
19962,tlewd,loud
19963,wat,loud
19964,loud_mouth,loud-mouth
19965,loovar,louvre
19966,loveable,lovable
19967,lovd,loved
19968,luved,loved
19969,loverly,lovely
19970,lovey,lovely
19971,lovley,lovely
19972,lovly,lovely
19973,loveing,loving
19974,lo,low
19975,lowe,low
19976,louer,lower
19977,loest,lowest
19978,lock,luck
19979,luckeley,luckily
19980,luckerly,luckily
19981,luckly,luckily
19982,luckey,lucky
19983,luky,lucky
19984,lomber,lumber
19985,luber,lumber
19986,lomp,lump
19987,lunp,lump
19988,lunur,lunar
19989,lunchhour,lunch-hour
19990,lunchen,luncheon
19991,lunchon,luncheon
19992,lieing,lying
19993,mashe,mache
19994,machane,machine
19995,machein,machine
19996,macheine,machine
19997,machian,machine
19998,machiene,machine
19999,macien,machine
20000,macine,machine
20001,maechen,machine
20002,manchine,machine
20003,masgen,machine
20004,mashen,machine
20005,mashin,machine
20006,mashine,machine
20007,masir,machine
20008,matchine,machine
20009,mching,machine
20010,mechine,machine
20011,mecichly,machine
20012,meirshin,machine
20013,merchain,machine
20014,merchen,machine
20015,merchine,machine
20016,mesen,machine
20017,meshien,machine
20018,michin,machine
20019,micshine,machine
20020,minhen,machine
20021,mishing,machine
20022,mishn,machine
20023,mosien,machine
20024,moter,machine
20025,mrosin,machine
20026,mshin,machine
20027,muchien,machine
20028,machinary,machinery
20029,made,mad
20030,nad,mad
20031,madame,madam
20032,mad,made
20033,maid,made
20034,mame,made
20035,magazen,magazine
20036,magerzine,magazine
20037,magizine,magazine
20038,majical,magical
20039,amognifisent,magnificent
20040,lannes,magnificent
20041,macedur,magnificent
20042,macenft,magnificent
20043,macfvicent,magnificent
20044,macgnefsent,magnificent
20045,mackniffer,magnificent
20046,macknifisent,magnificent
20047,macnefcent,magnificent
20048,macnifacent,magnificent
20049,macnifcent,magnificent
20050,macnifecent,magnificent
20051,macniffecent,magnificent
20052,macnificent,magnificent
20053,macnivesent,magnificent
20054,macnivisent,magnificent
20055,madniest,magnificent
20056,madnifisent,magnificent
20057,madnuvisen,magnificent
20058,mafnificent,magnificent
20059,magaficent,magnificent
20060,magenifent,magnificent
20061,magenivisened,magnificent
20062,magfifnt,magnificent
20063,magfinent,magnificent
20064,magfise,magnificent
20065,magicent,magnificent
20066,magifacent,magnificent
20067,magifce,magnificent
20068,magificent,magnificent
20069,magififiance,magnificent
20070,maginfacton,magnificent
20071,maginffsent,magnificent
20072,maginficant,magnificent
20073,maginficent,magnificent
20074,maginifance,magnificent
20075,maginificant,magnificent
20076,maginificent,magnificent
20077,magmificant,magnificent
20078,magnaficent,magnificent
20079,magnefesant,magnificent
20080,magnefesed,magnificent
20081,magneficant,magnificent
20082,magneficent,magnificent
20083,magnefisent,magnificent
20084,magnefist,magnificent
20085,magnefsant,magnificent
20086,magneicent,magnificent
20087,magneisent,magnificent
20088,magner,magnificent
20089,magnesficient,magnificent
20090,magnfacant,magnificent
20091,magnfigant,magnificent
20092,magnicfent,magnificent
20093,magnicificent,magnificent
20094,magnicifient,magnificent
20095,magnicsend,magnificent
20096,magnictat,magnificent
20097,magniefecent,magnificent
20098,magnieficent,magnificent
20099,magnifacent,magnificent
20100,magnifacet,magnificent
20101,magnifacian,magnificent
20102,magnifactent,magnificent
20103,magnifance,magnificent
20104,magnifas,magnificent
20105,magnifasant,magnificent
20106,magnifasent,magnificent
20107,magnifasint,magnificent
20108,magnifasont,magnificent
20109,magnifatcent,magnificent
20110,magnifcant,magnificent
20111,magnifcent,magnificent
20112,magnifecen,magnificent
20113,magnifecent,magnificent
20114,magnifecient,magnificent
20115,magnifecint,magnificent
20116,magnifecite,magnificent
20117,magnifercent,magnificent
20118,magnifersent,magnificent
20119,magnifesamt,magnificent
20120,magnifesant,magnificent
20121,magnifesent,magnificent
20122,magnifest,magnificent
20123,magnifet,magnificent
20124,magniffcent,magnificent
20125,magniffecent,magnificent
20126,magniffencete,magnificent
20127,magniffesunt,magnificent
20128,magniffiance,magnificent
20129,magnifficent,magnificent
20130,magnifhent,magnificent
20131,magnific,magnificent
20132,magnificant,magnificent
20133,magnificante,magnificent
20134,magnificat,magnificent
20135,magnificate,magnificent
20136,magnificeint,magnificent
20137,magnificen,magnificent
20138,magnificence,magnificent
20139,magnificense,magnificent
20140,magnificiant,magnificent
20141,magnificiante,magnificent
20142,magnificience,magnificent
20143,magnificient,magnificent
20144,magnificint,magnificent
20145,magnificunt,magnificent
20146,magnifiecent,magnificent
20147,magnifince,magnificent
20148,magnifinset,magnificent
20149,magnifisance,magnificent
20150,magnifisant,magnificent
20151,magnifisante,magnificent
20152,magnifiscant,magnificent
20153,magnifiscent,magnificent
20154,magnifisen,magnificent
20155,magnifisence,magnificent
20156,magnifisend,magnificent
20157,magnifisent,magnificent
20158,magnifist,magnificent
20159,magnifisunt,magnificent
20160,magnifit,magnificent
20161,magnifitent,magnificent
20162,magnifocent,magnificent
20163,magnifous,magnificent
20164,magnifscent,magnificent
20165,magnifsent,magnificent
20166,magnifsint,magnificent
20167,magnifsit,magnificent
20168,magnifsted,magnificent
20169,magnigicient,magnificent
20170,magnigifence,magnificent
20171,magnilalid,magnificent
20172,magnipasint,magnificent
20173,magniphsent,magnificent
20174,magnisant,magnificent
20175,magniseft,magnificent
20176,magnisfcent,magnificent
20177,magnisifant,magnificent
20178,magnisivent,magnificent
20179,magnisphant,magnificent
20180,magnisvisen,magnificent
20181,magniucent,magnificent
20182,magnivasent,magnificent
20183,magnivesent,magnificent
20184,magnivicent,magnificent
20185,magnivisant,magnificent
20186,magnivisont,magnificent
20187,magnivsorn,magnificent
20188,magsftin,magnificent
20189,magshend,magnificent
20190,magtifance,magnificent
20191,maif,magnificent
20192,maknifisert,magnificent
20193,maknivison,magnificent
20194,mamesfictive,magnificent
20195,mamficit,magnificent
20196,mancificent,magnificent
20197,maneveit,magnificent
20198,mangnicet,magnificent
20199,mangnicfent,magnificent
20200,manifecunte,magnificent
